"CAUSABAS","capitulo_cid10","causabas_categoria"
"S26"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo do coração"
"S27"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo de outros órgãos intratorácicos e dos não especificados"
"S28"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Lesão por esmagamento do tórax e amputação traumática de parte do tórax"
"S29"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Outros traumatismos do tórax e os não especificados"
"S30"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo superficial do abdome, do dorso e da pelve"
"S31"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Ferimento do abdome, do dorso e da pelve"
"S32"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Fratura da coluna lombar e da pelve"
"S33"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Luxação, entorse ou distensão das articulações e dos ligamentos da coluna lombar e da pelve"
"S34"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo dos nervos e da medula lombar ao nível do abdome, do dorso e da pelve"
"S35"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo de vasos sangüíneos ao nível do abdome, do dorso e da pelve"
"S36"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo de órgãos intra-abdominais"
"S37"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo do aparelho urinário e de órgãos pélvicos"
"S38"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Lesão por esmagamento e amputação traumática de parte do abdome, do dorso e da pelve"
"S39"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Outros traumatismos e os não especificados do abdome, do dorso e da pelve"
"S40"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo superficial do ombro e do braço"
"S41"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Ferimento do ombro e do braço"
"S42"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Fratura do ombro e do braço"
"S43"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Luxação, entorse e distensão das articulações e dos ligamentos da cintura escapular"
"S44"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo de nervos ao nível do ombro e do braço"
"S45"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo dos vasos sangüíneos ao nível do ombro e do braço"
"S46"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo de tendão e músculo ao nível do ombro e do braço"
"S47"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Lesão por esmagamento do ombro e do braço"
"S48"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Amputação traumática do ombro e do braço"
"S49"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Outros traumatismos e os não especificados do ombro e do braço"
"S50"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo superficial do cotovelo e do antebraço"
"S51"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Ferimento do antebraço"
"S52"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Fratura do antebraço"
"S53"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Luxação, entorse e distensão das articulações e dos ligamentos do cotovelo"
"S54"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo de nervos ao nível do antebraço"
"S55"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo de vasos sangüíneos ao nível do antebraço"
"S56"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo do músculo e tendão ao nível do antebraço"
"S57"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Lesão por esmagamento do antebraço"
"S58"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Amputação traumática do cotovelo e do antebraço"
"S59"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Outros traumatismos do antebraço e os não especificados"
"S60"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo superficial do punho e da mão"
"S61"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Ferimento do punho e da mão"
"S62"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Fratura ao nível do punho e da mão"
"S63"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Luxação, entorse e distensão das articulações e dos ligamentos ao nível do punho e da mão"
"S64"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo de nervos ao nível do punho e da mão"
"S65"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo de vasos sangüíneos ao nível do punho e da mão"
"S66"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo de músculo e tendão ao nível do punho e da mão"
"S67"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Lesão por esmagamento do punho e da mão"
"S68"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Amputação traumática ao nível do punho e da mão"
"S69"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Outros traumatismos e os não especificados do punho e da mão"
"S70"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo superficial do quadril e da coxa"
"S71"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Ferimento do quadril e da coxa"
"S72"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Fratura do fêmur"
"S73"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Luxação, entorse e distensão da articulação e dos ligamentos do quadril"
"S74"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo de nervos ao nível do quadril e da coxa"
"S75"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo de vasos sangüíneos ao nível do quadril e da coxa"
"S76"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo de músculo e de tendão ao nível do quadril e da coxa"
"S77"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Lesão por esmagamento do quadril e da coxa"
"S78"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Amputação traumática do quadril e da coxa"
"S79"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Outros traumatismos e os não especificados do quadril e da coxa"
"S80"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo superficial da perna"
"S81"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Ferimento da perna"
"S82"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Fratura da perna, incluindo tornozelo"
"S83"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Luxação, entorse e distensão das articulações e dos ligamentos do joelho"
"S84"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo de nervos periféricos da perna"
"S85"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo de vasos sangüíneos da perna"
"S86"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismos de músculo e de tendão ao nível da perna"
"S87"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo por esmagamento da perna"
"S88"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Amputação traumática da perna"
"S89"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Outros traumatismos e os não especificados da perna"
"S90"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Traumatismo superficial do tornozelo e do pé"
"S91"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Ferimentos do tornozelo e do pé"
"S92"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Fratura do pé (exceto do tornozelo)"
"S93"," XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas","Luxação, entorse e distensão das articulações e dos ligamentos ao nível do tornozelo e do pé"
